Discovered 3965 test files (~42342 tests) under ['tests']; running with -j 8
  File "/tmp/KenseiAgent-baseline-repaired/hermes_cli/kanban_db_dispatch.py", line 4041, in _create_decompose_child_tasks
    raise ValueError(
ValueError: decompose task T1 owner is not spawnable: octacon
___ TestExecutionAndQaGates.test_pr_qa_evidence_is_bound_to_live_parent_task ___

self = <tests.test_pipeline_execution_integrity.TestExecutionAndQaGates object at 0x708f026f0150>
kanban_home = PosixPath('/tmp/hermes-pytest-tmproot-s6utwytk/pytest-of-kensei/pytest-0/test_pr_qa_evidence_is_bound_t0/.hermes')

    def test_pr_qa_evidence_is_bound_to_live_parent_task(self, kanban_home):
>       parent_id, artifact_dir, mapping = self._materialised(kanban_home)
                                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests/test_pipeline_execution_integrity.py:319: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
tests/test_pipeline_execution_integrity.py:266: in _materialised
    mapping = _mapping(conn, parent_id)
              ^^^^^^^^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

conn = <hermes_cli.sqlite_safe_read.TrackedConnection object at 0x708f015d8350>
parent_id = 't_9fd664ea'

    def _mapping(conn, parent_id):
        row = conn.execute(
            "SELECT payload FROM task_events WHERE task_id=? "
            "AND kind='decompose_children_created' ORDER BY id DESC LIMIT 1",
            (parent_id,),
        ).fetchone()
>       assert row is not None
E       assert None is not None

tests/test_pipeline_execution_integrity.py:122: AssertionError
------------------------------ Captured log call -------------------------------
ERROR    hermes_cli.kanban_db_dispatch:kanban_db_dispatch.py:3238 Decomposition materialisation failed for t_9fd664ea
Traceback (most recent call last):
  File "/tmp/KenseiAgent-baseline-repaired/hermes_cli/kanban_db_dispatch.py", line 3224, in _dispatch_once_locked
    _create_decompose_child_tasks(
  File "/tmp/KenseiAgent-baseline-repaired/hermes_cli/kanban_db_dispatch.py", line 4041, in _create_decompose_child_tasks
    raise ValueError(
ValueError: decompose task T1 owner is not spawnable: octacon
_________ TestExecutionAndQaGates.test_audit_requires_audit_child_done _________

self = <tests.test_pipeline_execution_integrity.TestExecutionAndQaGates object at 0x708f0225aad0>
kanban_home = PosixPath('/tmp/hermes-pytest-tmproot-s6utwytk/pytest-of-kensei/pytest-0/test_audit_requires_audit_chil0/.hermes')

    def test_audit_requires_audit_child_done(self, kanban_home):
>       parent_id, artifact_dir, mapping = self._materialised(kanban_home)
                                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests/test_pipeline_execution_integrity.py:340: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
tests/test_pipeline_execution_integrity.py:266: in _materialised
    mapping = _mapping(conn, parent_id)
              ^^^^^^^^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

conn = <hermes_cli.sqlite_safe_read.TrackedConnection object at 0x708f012bb950>
parent_id = 't_c556ab29'

    def _mapping(conn, parent_id):
        row = conn.execute(
            "SELECT payload FROM task_events WHERE task_id=? "
            "AND kind='decompose_children_created' ORDER BY id DESC LIMIT 1",
            (parent_id,),
        ).fetchone()
>       assert row is not None
E       assert None is not None

tests/test_pipeline_execution_integrity.py:122: AssertionError
------------------------------ Captured log call -------------------------------
ERROR    hermes_cli.kanban_db_dispatch:kanban_db_dispatch.py:3238 Decomposition materialisation failed for t_c556ab29
Traceback (most recent call last):
  File "/tmp/KenseiAgent-baseline-repaired/hermes_cli/kanban_db_dispatch.py", line 3224, in _dispatch_once_locked
    _create_decompose_child_tasks(
  File "/tmp/KenseiAgent-baseline-repaired/hermes_cli/kanban_db_dispatch.py", line 4041, in _create_decompose_child_tasks
    raise ValueError(
ValueError: decompose task T1 owner is not spawnable: octacon
___ TestExecutionAndQaGates.test_manual_force_cannot_bypass_integrity_stages ___

self = <tests.test_pipeline_execution_integrity.TestExecutionAndQaGates object at 0x708f026f0fd0>
kanban_home = PosixPath('/tmp/hermes-pytest-tmproot-s6utwytk/pytest-of-kensei/pytest-0/test_manual_force_cannot_bypas0/.hermes')
capsys = <_pytest.capture.CaptureFixture object at 0x708f02084a90>

    def test_manual_force_cannot_bypass_integrity_stages(self, kanban_home, capsys):
        parent_id, artifact_dir = _seed_decompose(kanban_home)
        rc = feature_mod.cmd_feature_advance(argparse.Namespace(task_id=parent_id, force=True))
        assert rc == 1
>       assert "cannot be force-bypassed" in capsys.readouterr().err.lower()
E       assert 'cannot be force-bypassed' in "error: 'generator' object does not support the context manager protocol\n"
E        +  where "error: 'generator' object does not support the context manager protocol\n" = <built-in method lower of str object at 0x708f011dce30>()
E        +    where <built-in method lower of str object at 0x708f011dce30> = "Error: 'generator' object does not support the context manager protocol\n".lower
E        +      where "Error: 'generator' object does not support the context manager protocol\n" = CaptureResult(out='', err="Error: 'generator' object does not support the context manager protocol\n").err
E        +        where CaptureResult(out='', err="Error: 'generator' object does not support the context manager protocol\n") = readouterr()
E        +          where readouterr = <_pytest.capture.CaptureFixture object at 0x708f02084a90>.readouterr

tests/test_pipeline_execution_integrity.py:364: AssertionError
_ TestKanbanBlockCommentContract.test_failed_block_does_not_leave_misleading_comment _

self = <tests.test_pipeline_execution_integrity.TestKanbanBlockCommentContract object at 0x708f02355010>
kanban_home = PosixPath('/tmp/hermes-pytest-tmproot-s6utwytk/pytest-of-kensei/pytest-0/test_failed_block_does_not_lea0/.hermes')

    def test_failed_block_does_not_leave_misleading_comment(self, kanban_home):
        with kb.connect() as conn:
            tid = kb.create_task(conn, title="Already done", initial_status="running")
            conn.execute("UPDATE tasks SET status='done' WHERE id=?", (tid,))
            conn.commit()
        args = argparse.Namespace(task_id=tid, ids=[], reason=["not", "blockable"], kind="capability")
        assert kanban_cli._cmd_block(args) == 1
        with kb.connect() as conn:
>           assert kb.list_comments(conn, tid) == []
E           AssertionError: assert [Comment(id=1...t=1788834034)] == []
E             
E             Left contains one more item: Comment(id=1, task_id='t_fc16f9f3', author='default', body='BLOCKED: not blockable', created_at=1788834034)
E             Use -v to get more diff

tests/test_pipeline_execution_integrity.py:387: AssertionError
----------------------------- Captured stderr call -----------------------------
cannot block t_fc16f9f3
=============================== warnings summary ===============================
hermes_cli/feature.py:22
  /tmp/KenseiAgent-baseline-repaired/hermes_cli/feature.py:22: HermesPluginCompatWarning: hermes plugin compat: `hermes_cli.kanban_db.connect` moved to `hermes_cli.kanban_db_connect.connect`. The old path is kept only for external plugins and is removed on 2026-09-14; update your import.
    from hermes_cli.kanban_db import (

tests/test_pipeline_execution_integrity.py::TestDecomposeManifestGate::test_valid_manifest_materialises_exact_dag_once
  /tmp/KenseiAgent-baseline-repaired/tests/test_pipeline_execution_integrity.py:216: HermesPluginCompatWarning: hermes plugin compat: `hermes_cli.kanban_db.dispatch_once` moved to `hermes_cli.kanban_db_dispatch.dispatch_once`. The old path is kept only for external plugins and is removed on 2026-09-14; update your import.
    result = kb.dispatch_once(conn, dry_run=False)

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ============================
FAILED tests/test_pipeline_execution_integrity.py::TestDecomposeManifestGate::test_valid_manifest_materialises_exact_dag_once
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_execute_requires_artifact_and_completed_implementation_children
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_pr_qa_requires_quan_done_tests_pr_and_current_quality_gates
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_pr_qa_rejects_tampered_quality_report
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_pr_qa_evidence_is_bound_to_live_parent_task
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_audit_requires_audit_child_done
FAILED tests/test_pipeline_execution_integrity.py::TestExecutionAndQaGates::test_manual_force_cannot_bypass_integrity_stages
FAILED tests/test_pipeline_execution_integrity.py::TestKanbanBlockCommentContract::test_failed_block_does_not_leave_misleading_comment
8 failed, 6 passed, 2 warnings in 7.82s

--- tests/test_proposal_approval_handler_p13.py ---
FF..                                                                     [100%]
=================================== FAILURES ===================================
___________________ test_dry_run_exits_zero_and_prints_plan ____________________

tmp_path = PosixPath('/tmp/hermes-pytest-tmproot-h9ov0xxe/pytest-of-kensei/pytest-0/test_dry_run_exits_zero_and_pr0')

    def test_dry_run_exits_zero_and_prints_plan(tmp_path):
        """--dry-run prints the plan and exits 0 without polling Discord."""
        env = {"HERMES_HOME": str(tmp_path / "hermes")}
        r = _run(["--dry-run"], env)
>       assert r.returncode == 0, r.stderr
E       AssertionError: Traceback (most recent call last):
E           File "/tmp/KenseiAgent-baseline-repaired/scripts/proposal_approval_handler.py", line 27, in <module>
E             from mashup import core  # noqa: E402
E             ^^^^^^^^^^^^^^^^^^^^^^^
E         ModuleNotFoundError: No module named 'mashup'
E         
E       assert 1 == 0
E        +  where 1 = CompletedProcess(args=['/home/kensei/repos/KenseiAgent/.venv/bin/python', '/tmp/KenseiAgent-baseline-repaired/scripts/...from mashup import core  # noqa: E402\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named \'mashup\'\n').returncode

tests/test_proposal_approval_handler_p13.py:35: AssertionError
_____________________ test_dry_run_never_contacts_discord ______________________

tmp_path = PosixPath('/tmp/hermes-pytest-tmproot-h9ov0xxe/pytest-of-kensei/pytest-0/test_dry_run_never_contacts_di0')

    def test_dry_run_never_contacts_discord(tmp_path):
        """Dry-run must not attempt any network call."""
        env = {"HERMES_HOME": str(tmp_path / "hermes")}
        r = _run(["--dry-run"], env)
>       assert r.returncode == 0, r.stderr
E       AssertionError: Traceback (most recent call last):
E           File "/tmp/KenseiAgent-baseline-repaired/scripts/proposal_approval_handler.py", line 27, in <module>
E             from mashup import core  # noqa: E402
E             ^^^^^^^^^^^^^^^^^^^^^^^
E         ModuleNotFoundError: No module named 'mashup'
E         
E       assert 1 == 0
E        +  where 1 = CompletedProcess(args=['/home/kensei/repos/KenseiAgent/.venv/bin/python', '/tmp/KenseiAgent-baseline-repaired/scripts/...from mashup import core  # noqa: E402\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named \'mashup\'\n').returncode

tests/test_proposal_approval_handler_p13.py:43: AssertionError
=========================== short test summary info ============================
FAILED tests/test_proposal_approval_handler_p13.py::test_dry_run_exits_zero_and_prints_plan
FAILED tests/test_proposal_approval_handler_p13.py::test_dry_run_never_contacts_discord
2 failed, 2 passed in 0.56s

--- tests/test_proposal_approval_handler_phase2.py ---
FFFF                                                                     [100%]
=================================== FAILURES ===================================
____________________________ test_dry_run_contract _____________________________
